IRIS,IRIS_NAME,Nb_BT
223070000,Saint-Julien,21
223080000,Saint-Juvat,30
223090000,Saint-Launeuc,10
223100000,Saint-Laurent,17
223110000,Saint-Lormel,22
223120000,Saint-Maden,16
223130000,Saint-Martin-des-Prés,29
223140000,Saint-Maudan,12
223150000,Saint-Maudez,8
223160000,Saint-Mayeux,42
223170000,Saint-Méloir-des-Bois,9
223180000,Saint-Michel-de-Plélan,12
223190000,Saint-Michel-en-Grève,17
223200000,Saint-Nicodème,18
223210000,Saint-Nicolas-du-Pélem,66
223220000,Saint-Péver,19
223230000,Saint-Pôtan,33
223240000,Saint-Quay-Perros,25
223250000,Saint-Quay-Portrieux,46
223260000,Saint-Rieul,14
223270000,Saint-Samson-sur-Rance,23
223280000,Saint-Servais,40
223300000,Saint-Thélo,23
223310000,Sainte-Tréphine,22
223320000,Saint-Trimoël,21
223330000,Saint-Vran,41
223340000,Saint-Igeaux,15
223350000,Senven-Léhart,24
223370000,Sévignac,73
223380000,Squiffiec,20
223390000,Taden,56
223400000,Tonquédec,47
223410000,Tramain,24
223420000,Trébédan,17
223430000,Trébeurden,72
223440000,Trébrivan,35
223450000,Trébry,54
223460000,Trédaniel,33
223470000,Trédarzec,28
223480000,Trédias,20
223490000,Trédrez-Locquémeau,38
223500000,Tréduder,12
223510000,Treffrin,19
223520000,Tréfumel,12
223530000,Trégastel,43
223540000,Tréglamus,43
223560000,Trégomeur,24
223570000,Trégon,12
223580000,Trégonneau,11
223590000,Trégrom,30
223600101,Centre Ville 1,9
223600102,Centre Ville 2,9
223600103,Rural et Espace Activites Hazaie,59
223610000,Tréguidel,17
223620000,Tréguier,19
223630000,Trélévern,30
223640000,Trélivan,29
223650000,Trémargat,21
223660000,Trémel,20
223680000,Tréméreuc,10
223690000,Trémeur,28
223700000,Tréméven,11
223710000,Trémorel,48
223720000,Trémuson,34
223730000,Tréogan,9
223750000,Tressignaux,15
223760000,Trévé,54
223770000,Tréveneuc,21
223780000,Trévérec,12
223790000,Trévou-Tréguignec,29
223800000,Trévron,26
223810000,Trézény,12
223830000,Troguéry,8
223840000,Uzel,19
223850000,La Vicomté-sur-Rance,19
223860000,Le Vieux-Bourg,42
223870000,Le Vieux-Marché,58
223880000,Vildé-Guingalan,23
223890000,Yffiniac,62
223900000,Yvias,34
223910000,Yvignac-la-Tour,52
230010000,Ahun,47
230020000,Ajain,28
230030000,Alleyrat,10
230040000,Anzême,25
230050000,Arfeuille-Châtain,17
230060000,Arrènes,21
230070000,Ars,22
230080101,Rive Droite,34
230080102,Rive Gauche,30
230090000,Auge,9
230100000,Augères,12
230110000,Aulon,7
230120000,Auriat,18
230130000,Auzances,24
230140000,Azat-Châtenet,10
230150000,Azerables,45
230160000,Banize,13
230170000,Basville,19
230180000,Bazelat,14
230190000,Beissat,6
230200000,Bellegarde-en-Marche,5
230210000,Bénévent-l'Abbaye,24
230220000,Bétête,28
230230000,Blaudeix,7
230240000,Blessac,19
230250000,Bonnat,55
230260000,Bord-Saint-Georges,25
230270000,Bosmoreau-les-Mines,15
230280000,Bosroger,6
230290000,Le Bourg-d'Hem,12
230300000,Bourganeuf,46
230310000,Boussac,13
230320000,Boussac-Bourg,51
230330000,La Brionne,11
230340000,Brousse,4
230350000,Budelière,27
230360000,Bussière-Dunoise,47
230370000,Bussière-Nouvelle,7
230380000,Bussière-Saint-Georges,25
230390000,La Celle-Dunoise,32
230400000,La Celle-sous-Gouzon,16
230410000,La Cellette,29
230420000,Ceyroux,11
230430000,Chamberaud,5
230440000,Chambon-Sainte-Croix,3
230450000,Chambon-sur-Voueize,38
230460000,Chambonchard,14
230470000,Chamborand,16
230480000,Champagnat,41
230490000,Champsanglard,14
230500000,La Chapelle-Baloue,11
230510000,La Chapelle-Saint-Martial,10
230520000,La Chapelle-Taillefert,16
230530000,Chard,15
230540000,Charron,30
230550000,Châtelard,2
230560000,Châtelus-le-Marcheix,46
230570000,Châtelus-Malvaleix,20
230580000,Le Chauchet,12
230590000,La Chaussade,13
230600000,Chavanat,17
230610000,Chénérailles,12
230620000,Chéniers,44
230630000,Clairavaux,13
230640000,Clugnat,47
230650000,Colondannes,11
230660000,Le Compas,19
230670000,La Courtine,31
230680000,Cressat,37
230690000,Crocq,17
230700000,Crozant,38
230710000,Croze,19
230720000,Domeyrot,14
230730000,Dontreix,47
230740000,Le Donzeil,16
230750000,Dun-le-Palestel,20
230760000,Évaux-les-Bains,55
230770000,Faux-la-Montagne,35
230780000,Faux-Mazuras,14
230790000,Felletin,32
230800000,Féniers,7
230810000,Flayat,35
230820000,Fleurat,12
230830000,Fontanières,19
230840000,La Forêt-du-Temple,7
230860000,Fransèches,17
230870000,Fresselines,45
230880000,Gartempe,9
230890000,Genouillac,44
230900000,Gentioux-Pigerolles,36
230910000,Gioux,26
230920000,Glénic,34
230930000,Gouzon,64
230950000,Le Grand-Bourg,87
230960101,La Rodde,20
230960102,Centre Ville,17
230960103,Champegaud,25
230960201,Maindigour,21
230960202,Jouhet,33
230970000,Issoudun-Létrieix,26
230980000,Jalesches,7
230990000,Janaillat,27
231000000,Jarnages,15
231010000,Jouillat,21
231020000,Ladapeyre,28
231030000,Lafat,25
231040000,Lavaufranche,12
231050000,Lavaveix-les-Mines,13
231060000,Lépaud,25
231070000,Lépinas,16
231080000,Leyrat,14
231090000,Linard,13
231100000,Lioux-les-Monges,6
231110000,Lizières,16
231120000,Lourdoueix-Saint-Pierre,53
231130000,Lupersat,36
231140000,Lussat,42
231150000,Magnat-l'Étrange,25
231160000,Mainsat,45
231170000,Maison-Feyne,15
231180000,Maisonnisses,11
231190000,Malleret,9
231200000,Malleret-Boussac,27
231210000,Malval,4
231220000,Mansat-la-Courrière,8
231230000,Les Mars,21
231240000,Marsac,27
231250000,Le Mas-d'Artige,13
231260000,Masbaraud-Mérignat,17
231270000,Mautes,22
231280000,Mazeirat,7
231290000,La Mazière-aux-Bons-Hommes,7
231300000,Méasnes,30
231310000,Mérinchal,54
231320000,Montaigut-le-Blanc,19
231330000,Montboucher,24
231340000,Le Monteil-au-Vicomte,10
231360000,Mortroux,16
231370000,Mourioux-Vieilleville,29
231380000,Moutier-d'Ahun,13
231390000,Moutier-Malcard,33
231400000,Moutier-Rozeille,25
231410000,Naillat,36
231420000,Néoux,29
231430000,Noth,30
231440000,La Nouaille,29
231450000,Nouhant,32
231460000,Nouzerines,25
231470000,Nouzerolles,9
231480000,Nouziers,23
231490000,Parsac-Rimondeix,51
231500000,Peyrabout,5
231510000,Peyrat-la-Nonière,32
231520000,Pierrefitte,7
231540000,Pionnat,42
231550000,Pontarion,7
231560000,Pontcharraud,11
231570000,La Pouge,6
231580000,Poussanges,22
231590000,Puy-Malsignat,12
231600000,Reterre,20
231620000,Roches,27
231640000,Rougnat,43
231650000,Royère-de-Vassivière,56
231660000,Sagnat,9
231670000,Sannat,31
231680000,Sardent,52
231690000,La Saunière,11
231700000,Savennes,7
231710000,Sermur,22
231720000,La Serre-Bussière-Vieille,17
231730000,Soubrebost,16
231740000,Soumans,35
231750000,Sous-Parsat,9
231760101,Nord,44
231760102,Sud,43
231770000,Saint-Agnant-de-Versillat,53
231780000,Saint-Agnant-près-Crocq,21
231790000,Saint-Alpinien,20
231800000,Saint-Amand,15
231810000,Saint-Amand-Jartoudeix,16
231820000,Saint-Avit-de-Tardes,19
231830000,Saint-Avit-le-Pauvre,4
231840000,Saint-Bard,9
231850000,Saint-Chabrais,24
231860000,Saint-Christophe,9
231870000,Saint-Dizier-la-Tour,14
231880000,Saint-Dizier-les-Domaines,19
231890000,Saint-Dizier-Leyrenne,49
231900000,Saint-Domet,18
231910000,Saint-Éloi,16
231920000,Saint-Étienne-de-Fursac,41
231930000,Sainte-Feyre,53
231940000,Sainte-Feyre-la-Montagne,8
231950000,Saint-Fiel,22
231960000,Saint-Frion,18
231970000,Saint-Georges-la-Pouge,21
231980000,Saint-Georges-Nigremont,18
231990000,Saint-Germain-Beaupré,18
232000000,Saint-Goussaud,17
232010000,Saint-Hilaire-la-Plaine,8
232020000,Saint-Hilaire-le-Château,22
232030000,Saint-Julien-la-Genête,11
232040000,Saint-Julien-le-Châtel,12
232050000,Saint-Junien-la-Bregère,19
232060000,Saint-Laurent,17
232070000,Saint-Léger-Bridereix,9
232080000,Saint-Léger-le-Guérétois,13
232090000,Saint-Loup,14
232100000,Saint-Maixant,17
232110000,Saint-Marc-à-Frongier,29
232120000,Saint-Marc-à-Loubaud,12
232130000,Saint-Marien,16
232140000,Saint-Martial-le-Mont,16
232150000,Saint-Martial-le-Vieux,19
232160000,Saint-Martin-Château,27
232170000,Saint-Martin-Sainte-Catherine,35
232180000,Saint-Maurice-près-Crocq,17
232190000,Saint-Maurice-la-Souterraine,56
232200000,Saint-Médard-la-Rochette,40
232210000,Saint-Merd-la-Breuille,23
232220000,Saint-Michel-de-Veisse,9
232230000,Saint-Moreil,24
232240000,Saint-Oradoux-de-Chirouze,12
232250000,Saint-Oradoux-près-Crocq,15
232260000,Saint-Pardoux-d'Arnet,16
232270000,Saint-Pardoux-Morterolles,20
232280000,Saint-Pardoux-le-Neuf,10
232290000,Saint-Pardoux-les-Cards,23
232300000,Saint-Pierre-Chérignat,22
232310000,Saint-Pierre-de-Fursac,27
232320000,Saint-Pierre-Bellevue,21
232330000,Saint-Pierre-le-Bost,18
232340000,Saint-Priest,18
232350000,Saint-Priest-la-Feuille,35
232360000,Saint-Priest-la-Plaine,17
232370000,Saint-Priest-Palus,7
232380000,Saint-Quentin-la-Chabanne,32
232390000,Saint-Sébastien,31
232400000,Saint-Silvain-Bas-le-Roc,17
232410000,Saint-Silvain-Bellegarde,25
232420000,Saint-Silvain-Montaigut,10
232430000,Saint-Silvain-sous-Toulx,16
232440000,Saint-Sulpice-le-Dunois,38
232450000,Saint-Sulpice-le-Guérétois,56
232460000,Saint-Sulpice-les-Champs,21
232470000,Saint-Vaury,62
232480000,Saint-Victor-en-Marche,18
232490000,Saint-Yrieix-la-Montagne,25
232500000,Saint-Yrieix-les-Bois,15
232510000,Tardes,25
232520000,Tercillat,16
232530000,Thauron,15
232540000,Toulx-Sainte-Croix,33
232550000,Trois-Fonds,7
232570000,Vallière,41
232580000,Vareilles,16
232590000,Verneiges,10
232600000,Vidaillat,19
232610000,Viersat,25
232620000,Vigeville,9
232630000,Villard,20
232640000,La Villedieu,4
232650000,La Villeneuve,3
232660000,La Villetelle,13
240010000,Abjat-sur-Bandiat,34
240020000,Agonac,54
240040000,Ajat,25
240050000,Alles-sur-Dordogne,19
240060000,Allas-les-Mines,14
240070000,Allemans,41
240080000,Angoisse,42
240090000,Anlhiac,15
240100000,Annesse-et-Beaulieu,26
240110000,Antonne-et-Trigonant,30
240120000,Archignac,32
240140000,Aubas,31
240150000,Audrix,14
240160000,Augignac,31
240180000,Auriac-du-Périgord,25
240190000,Azerat,27
240200000,La Bachellerie,26
240210000,Badefols-d'Ans,27
240220000,Badefols-sur-Dordogne,14
240230000,Baneuil,15
240240000,Bardou,6
240250000,Bars,29
240260000,Bassillac,42
240270000,Bayac,15
240280000,Beaumontois en Périgord,128
240290000,Beaupouyet,26
240300000,Beauregard-de-Terrasson,17
240310000,Beauregard-et-Bassac,14
240320000,Beauronne,17
240330000,Beaussac,14
240340000,Beleymas,18
240350000,Pays de Belvès,55
240360000,Berbiguières,8
240370101,Picquecailloux,26
240370102,Cavaillé,27
240370103,Naillac,10
240370104,Le Combal,5
240370105,Aérodrome,42
240370106,Toutifaut,38
240370107,Ste-Foy des Vignes,38
240370108,La Catte,16
240370109,Pécharmant,29
240370110,Vieux Bergerac,18
240370111,Maine de Biran,12
240370112,Saint-Martin,9
240370113,Foirail,14
240380000,Bertric-Burée,26
240390000,Besse,22
240400000,Beynac-et-Cazenac,27
240410000,Bézenac,7
240420000,Biras,25
240430000,Biron,16
240440000,Blis-et-Born,23
240450000,Boisse,20
240460000,Boisseuilh,15
240470000,La Boissière-d'Ans,7
240480000,Bonneville-et-Saint-Avit-de-Fumadières,14
240500000,Borrèze,31
240510000,Bosset,11
240520000,Bouillac,11
240530101,Nord,54
240530102,Sud,26
240530201,Atur-Saint-Laurent-sur-Manoire,79
240540000,Bouniagues,18
240550000,Bourdeilles,28
240560000,Le Bourdeix,14
240570000,Bourg-des-Maisons,9
240580000,Bourg-du-Bost,8
240590000,Bourgnac,12
240600000,Bourniquel,6
240610000,Bourrou,11
240620000,Bouteilles-Saint-Sébastien,24
240630000,Bouzic,15
240640000,Brantôme en Périgord,77
240650000,Breuilh,12
240660000,Brouchaud,10
240670000,Le Bugue,74
240680000,Le Buisson-de-Cadouin,85
240690000,Bussac,26
240700000,Busserolles,41
240710000,Bussière-Badil,28
240730000,Calès,16
240740000,Calviac-en-Périgord,31
240750000,Campagnac-lès-Quercy,24
240760000,Campagne,23
240770000,Campsegret,29
240790000,Cantillac,10
240800000,Capdrot,46
240810000,Carlux,34
240820000,Carsac-Aillac,53
240830000,Carsac-de-Gurson,14
240840000,Carves,14
240850000,La Cassagne,18
240860000,Castelnaud-la-Chapelle,35
240870000,Castels,33
240880000,Cause-de-Clérans,25
240890000,Cazoulès,14
240900000,Celles,40
240910000,Cénac-et-Saint-Julien,53
240920000,Cendrieux,50
240930000,Cercles,20
240940000,Chalagnac,24
240950000,Chalais,21
240960000,Champagnac-de-Belair,29
240970000,Champagne-et-Fontaine,41
240980000,Champcevinel,48
240990000,Champeaux-et-la-Chapelle-Pommier,22
241000000,Champniers-et-Reilhac,27
241010000,Champs-Romain,28
241020000,Chancelade,64
241030000,Le Change,30
241040000,Chantérac,26
241050000,Chapdeuil,8
241060000,La Chapelle-Aubareil,33
241070000,La Chapelle-Faucher,19
241080000,La Chapelle-Gonaguet,25
241090000,La Chapelle-Grésignac,12
241100000,La Chapelle-Montabourlet,9
241110000,La Chapelle-Montmoreau,9
241130000,La Chapelle-Saint-Jean,6
241140000,Chassaignes,5
241150000,Château-l'Évêque,63
241160000,Châtres,10
241170000,Chavagnac,18
241190000,Cherval,24
241200000,Cherveix-Cubas,27
241210000,Chourgnac,7
241220000,Cladech,7
241230000,Clermont-de-Beauregard,10
241240000,Clermont-d'Excideuil,15
241260000,Colombier,12
241270000,Coly,8
241280000,Comberanche-et-Épeluche,5
241290000,Condat-sur-Trincou,19
241300000,Condat-sur-Vézère,22
241310000,Connezac,5
241320000,Conne-de-Labarde,17
241330000,La Coquille,36
241340000,Corgnac-sur-l'Isle,31
241350000,Cornille,28
241360000,Coubjours,14
241370000,Coulaures,30
241380101,Bas Chamiers,8
241380102,Chamiers,9
241380103,Pareau,20
241380104,Le Bourg,43
241390000,Coursac,57
241400000,Cours-de-Pile,34
241410000,Coutures,15
241420000,Coux et Bigaroque-Mouzens,54
241430000,Couze-et-Saint-Front,26
241440000,Creyssac,6
241450000,Creysse,51
241460000,Creyssensac-et-Pissot,14
241470000,Cubjac,30
241480000,Cunèges,12
241500000,Daglan,28
241510000,Doissat,16
241520000,Domme,48
241530000,La Dornac,14
241540000,Douchapt,14
241550000,Douville,29
241560000,La Douze,39
241570000,Douzillac,21
241580000,Dussac,23
241590000,Échourgnac,30
241600000,Église-Neuve-de-Vergt,13
241610000,Église-Neuve-d'Issac,14
241620000,Escoire,6
241630000,Étouars,7
241640000,Excideuil,16
241650000,Eygurande-et-Gardedeuil,31
241660000,Eyliac,36
241670000,Eymet,76
241680000,Plaisance,40
241700000,Eyvirat,22
241710000,Eyzerac,20
241720000,Les Eyzies-de-Tayac-Sireuil,59
241740000,Fanlac,12
241750000,Les Farges,14
241760000,Faurilles,4
241770000,Faux,24
241780000,Festalemps,15
241790000,La Feuillade,16
241800000,Firbeix,22
241810000,Flaugeac,11
241820000,Le Fleix,45
241830000,Fleurac,27
241840000,Florimont-Gaumier,11
241860000,Fonroque,15
241880000,Fossemagne,30
241890000,Fougueyrolles,22
241900000,Fouleix,25
241910000,Fraisse,15
241920000,Gabillou,9
241930000,Gageac-et-Rouillac,33
241940000,Gardonne,29
241950000,Gaugeac,10
241960000,Génis,36
241970000,Ginestet,23
241980000,La Gonterie-Boulouneix,9
241990000,Gout-Rossignol,35
242000000,Grand-Brassac,41
242020000,Granges-d'Ans,14
242030000,Les Graulges,3
242040000,Grèzes,8
242050000,Grignols,25
242060000,Grives,14
242070000,Groléjac,27
242080000,Grun-Bordas,14
242090000,Hautefaye,11
242100000,Hautefort,44
242110000,Issac,34
242120000,Issigeac,17
242130000,Jaure,11
242140000,Javerlhac-et-la-Chapelle-Saint-Robert,40
242150000,Jayac,18
242160000,La Jemaye,17
242170000,Journiac,35
242180000,Jumilhac-le-Grand,76
242200000,Lacropte,43
242210000,Rudeau-Ladosse,9
242220000,La Force,39
242230000,Lalinde,72
242240000,Lamonzie-Montastruc,39
242250000,Lamonzie-Saint-Martin,57
242260000,Lamothe-Montravel,36
242270000,Lanouaille,38
242280000,Lanquais,21
242290000,Le Lardin-Saint-Lazare,35
242300000,Larzac,12
242310000,Lavalade,6
242320000,Lavaur,11
242330000,Laveyssière,8
242340000,Les Lèches,24
242350000,Léguillac-de-Cercles,28
242360000,Léguillac-de-l'Auche,27
242370000,Lembras,32
242380000,Lempzours,12
242400000,Limeuil,21
242410000,Limeyrat,19
242420000,Liorac-sur-Louyre,19
242430000,Lisle,28
242440000,Lolme,5
242450000,Loubejac,36
242460000,Lunas,19
242470000,Lusignac,15
242480000,Lussas-et-Nontronneau,20
242490000,Manaurie,8
242510000,Manzac-sur-Vern,32
242520000,Marcillac-Saint-Quentin,35
242530000,Mareuil,39
242540000,Marnac,15
242550000,Marquay,35
242560000,Marsac-sur-l'Isle,45
242570000,Marsalès,17
242580000,Marsaneix,43
242590000,Maurens,38
242600000,Mauzac-et-Grand-Castang,35
242610000,Mauzens-et-Miremont,26
242620000,Mayac,14
242630000,Mazeyrolles,31
242640000,Ménesplet,44
242660000,Mensignac,41
242670000,Mescoules,9
242680000,Meyrals,26
242690000,Mialet,38
242700000,Milhac-d'Auberoche,28
242710000,Milhac-de-Nontron,39
242720000,Minzac,16
242730000,Molières,27
242740000,Monbazillac,45
242760000,Monestier,35
242770000,Monfaucon,24
242780000,Monmadalès,6
242790000,Monmarvès,10
242800000,Monpazier,5
242810000,Monsac,18
242820000,Monsaguel,22
242830000,Monsec,12
242840000,Montagnac-d'Auberoche,6
242850000,Montagnac-la-Crempse,31
242860000,Montagrier,30
242870000,Montaut,15
242880000,Montazeau,18
242890000,Montcaret,48
242900000,Montferrand-du-Périgord,16
242910000,Montignac,82
242920000,Montpeyroux,28
242930000,Monplaisant,16
242940101,Nord,32
242940102,Sud,70
242950000,Montrem,28
242960000,Mouleydier,17
242970000,Moulin-Neuf,22
242990000,Mussidan,30
243000000,Nabirat,22
243010000,Nadaillac,18
243020000,Nailhac,27
243030000,Nanteuil-Auriac-de-Bourzac,41
243040000,Nantheuil,29
243050000,Nanthiat,18
243060000,Nastringues,9
243070000,Naussannes,19
243080000,Négrondes,30
243090000,Neuvic,66
243110000,Nontron,70
243120000,Notre-Dame-de-Sanilhac,64
243130000,Orliac,8
243140000,Orliaguet,8
243160000,Parcoul-Chenaud,37
243170000,Paulin,23
243180000,Paunat,29
243190000,Paussac-et-Saint-Vivien,23
243200000,Payzac,61
243210000,Pazayac,17
243220101,Les Barris,10
243220102,Les Mondoux,6
243220103,Georges Pompidou,12
243220104,Puy-Saint-Font,14
243220105,Saint-Georges,7
243220106,Vesone,12
243220107,Saint-Martin,6
243220108,Le Bassin,16
243220109,Centre Ville,24
243220110,Beaulieu,13
243220111,"Puyrousseau, Les Vergnes, Le Toulon",16
243220112,Gour de l'Arche,7
243230000,Petit-Bersac,15
243240000,Peyrignac,15
243250000,Peyrillac-et-Millac,6
243260000,Peyzac-le-Moustier,13
243270000,Pezuls,13
243280000,Piégut-Pluviers,33
243290000,Le Pizou,35
243300000,Plazac,47
243310000,Pomport,49
243330000,Ponteyraud,3
243340000,Pontours,11
243350000,Port-Sainte-Foy-et-Ponchapt,60
243360000,Prats-de-Carlux,24
243370000,Prats-du-Périgord,10
243380000,Pressignac-Vicq,25
243390000,Preyssac-d'Excideuil,6
243400000,Prigonrieux,82
243410000,Proissans,36
243440000,Puyrenier,6
243450000,Queyssac,21
243460000,Quinsac,22
243470000,Rampieux,18
243480000,Razac-d'Eymet,30
243490000,Razac-de-Saussignac,21
243500000,Razac-sur-l'Isle,37
243510000,Ribagnac,13
243520000,Ribérac,80
243530000,La Rochebeaucourt-et-Argentine,23
243540000,La Roche-Chalais,101
243550000,La Roque-Gageac,18
243560000,Rouffignac-Saint-Cernin-de-Reilhac,93
243570000,Rouffignac-de-Sigoulès,16
243590000,Sadillac,8
243600000,Sagelat,17
243610000,Saint-Agne,14
243620000,Sainte-Alvère-Saint-Laurent Les Bâtons,76
243640000,Saint-Amand-de-Coly,35
243650000,Saint-Amand-de-Vergt,23
243660000,Saint-André-d'Allas,48
243670000,Saint-André-de-Double,22
243680000,Saint-Antoine-Cumond,22
243690000,Saint-Antoine-d'Auberoche,10
243700000,Saint-Antoine-de-Breuilh,44
243710000,Saint-Aquilin,27
243720101,Nord,59
243720102,Sud,44
243730000,Saint-Aubin-de-Cadelech,23
243740000,Saint-Aubin-de-Lanquais,13
243750000,Saint-Aubin-de-Nabirat,6
243760000,Saint Aulaye-Puymangou,51
243770000,Saint-Avit-de-Vialard,13
243780000,Saint-Avit-Rivière,12
243790000,Saint-Avit-Sénieur,42
243800000,Saint-Barthélemy-de-Bellegarde,32
243810000,Saint-Barthélemy-de-Bussière,17
243820000,Saint-Capraise-de-Lalinde,15
243830000,Saint-Capraise-d'Eymet,17
243840000,Saint-Cassien,7
243850000,Saint-Cernin-de-Labarde,14
243860000,Saint-Cernin-de-l'Herm,23
243880000,Saint-Chamassy,32
243890000,Saint-Cirq,9
243900000,Saint-Crépin-d'Auberoche,18
243910000,Saint-Crépin-de-Richemont,21
243920000,Saint-Crépin-et-Carlucet,32
243930000,Sainte-Croix,13
243940000,Sainte-Croix-de-Mareuil,11
243950000,Saint-Cybranet,21
243960000,Saint-Cyprien,55
243970000,Saint-Cyr-les-Champagnes,26
243980000,Saint-Estèphe,31
243990000,Saint-Étienne-de-Puycorbier,12
244010000,Sainte-Eulalie-d'Ans,14
244020000,Sainte-Eulalie-d'Eymet,9
244030000,Saint-Félix-de-Bourdeilles,8
244040000,Saint-Félix-de-Reillac-et-Mortemart,27
244050000,Saint-Félix-de-Villadeix,27
244060000,Sainte-Foy-de-Belvès,14
244070000,Sainte-Foy-de-Longas,28
244080000,Saint-Front-d'Alemps,18
244090000,Saint-Front-de-Pradoux,16
244100000,Saint-Front-la-Rivière,22
244110000,Saint-Front-sur-Nizonne,12
244120000,Saint-Geniès,63
244130000,Saint-Georges-Blancaneix,12
244140000,Saint-Georges-de-Montclard,16
244150000,Saint-Géraud-de-Corps,16
244160000,Saint-Germain-de-Belvès,14
244170000,Saint-Germain-des-Prés,28
244180000,Saint-Germain-du-Salembre,26
244190000,Saint-Germain-et-Mons,26
244200000,Saint-Géry,17
244210000,Saint-Geyrac,19
244220000,Saint-Hilaire-d'Estissac,12
244230000,Sainte-Innocence,7
244240000,Saint-Jean-d'Ataux,12
244250000,Saint-Jean-de-Côle,20
244260000,Saint-Jean-d'Estissac,13
244270000,Saint-Jean-d'Eyraud,17
244280000,Saint-Jory-de-Chalais,37
244290000,Saint-Jory-las-Bloux,14
244310000,Saint-Julien-de-Crempse,11
244320000,Saint-Julien-de-Lampon,23
244330000,Saint-Julien-d'Eymet,9
244340000,Saint-Just,14
244360000,Saint-Laurent-des-Hommes,39
244370000,Saint-Laurent-des-Vignes,22
244380000,Saint-Laurent-la-Vallée,24
244410000,Saint-Léon-d'Issigeac,10
244420000,Saint-Léon-sur-l'Isle,31
244430000,Saint-Léon-sur-Vézère,23
244440000,Saint-Louis-en-l'Isle,7
244450000,Saint-Marcel-du-Périgord,14
244460000,Saint-Marcory,5
244470000,Sainte-Marie-de-Chignac,23
244480000,Saint-Martial-d'Albarède,18
244490000,Saint-Martial-d'Artenset,35
244500000,Saint-Martial-de-Nabirat,24
244510000,Saint-Martial-de-Valette,31
244520000,Saint-Martial-Viveyrol,26
244530000,Saint-Martin-de-Fressengeas,23
244540000,Saint-Martin-de-Gurson,29
244550000,Saint-Martin-de-Ribérac,33
244560000,Saint-Martin-des-Combes,18
244570000,Saint-Martin-l'Astier,6
244580000,Saint-Martin-le-Pin,17
244590000,Saint-Maime-de-Péreyrol,17
244600000,Saint-Méard-de-Drône,19
244610000,Saint-Méard-de-Gurçon,48
244620000,Saint-Médard-de-Mussidan,42
244630000,Saint-Médard-d'Excideuil,32
244640000,Saint-Mesmin,26
244650000,Saint-Michel-de-Double,25
244660000,Saint-Michel-de-Montaigne,17
244680000,Saint-Michel-de-Villadeix,24
244700000,Sainte-Mondane,19
244710000,Sainte-Nathalène,30
244720000,Saint-Nexans,29
244730000,Sainte-Orse,23
244740000,Saint-Pancrace,6
244750000,Saint-Pantaly-d'Ans,11
244760000,Saint-Pantaly-d'Excideuil,9
244770000,Saint-Pardoux-de-Drône,13
244780000,Saint-Pardoux-et-Vielvic,18
244790000,Saint-Pardoux-la-Rivière,33
244800000,Saint-Paul-de-Serre,15
244810000,Saint-Paul-la-Roche,59
244820000,Saint-Paul-Lizonne,19
244830000,Saint-Perdoux,10
244840000,Saint-Pierre-de-Chignac,26
244850000,Saint-Pierre-de-Côle,23
244860000,Saint-Pierre-de-Frugie,22
244870000,Saint-Pierre-d'Eyraud,50
244880000,Saint-Pompont,36
244890000,Saint-Priest-les-Fougères,25
244900000,Saint-Privat-des-Prés,25
244910000,Saint-Rabier,24
244920000,Sainte-Radegonde,8
244930000,Saint-Raphaël,4
244940000,Saint-Rémy,25
244950000,Saint-Romain-de-Monpazier,7
244960000,Saint-Romain-et-Saint-Clément,16
244980000,Saint-Saud-Lacoussière,70
244990000,Saint-Sauveur,23
245000000,Saint-Sauveur-Lalande,10
245010000,Saint-Seurin-de-Prats,12
245020000,Saint-Séverin-d'Estissac,4
245030000,Saint-Sulpice-de-Mareuil,13
245040000,Saint-Sulpice-de-Roumagnac,17
245050000,Saint-Sulpice-d'Excideuil,25
245070000,Sainte-Trie,12
245080000,Saint-Victor,7
245090000,Saint-Vincent-de-Connezac,21
245100000,Saint-Vincent-de-Cosse,15
245110000,Saint-Vincent-Jalmoutiers,10
245120000,Saint-Vincent-le-Paluel,12
245130000,Saint-Vincent-sur-l'Isle,10
245140000,Saint-Vivien,15
245150000,Salagnac,19
245160000,Salignac-Eyvigues,61
245170000,Salles-de-Belvès,8
245180000,Salon,16
245190000,Sarlande,34
245200101,Secteur Sauvegarde,14
245200102,Gare de Sarlat,21
245200103,Le Pontet-La Plane,70
245200104,Temniac,38
245200105,La Cadena-La Villenie,45
245210000,Sarliac-sur-l'Isle,19
245220000,Sarrazac,29
245230000,Saussignac,24
245240000,Savignac-de-Miremont,14
245250000,Savignac-de-Nontron,10
245260000,Savignac-Lédrier,37
245270000,Savignac-les-Églises,25
245280000,Sceau-Saint-Angel,14
245290000,Segonzac,4
245300000,Sencenac-Puy-de-Fourches,12
245310000,Sergeac,16
245320000,Serres-et-Montguyard,13
245330000,Servanches,15
245340000,Sigoulès,19
245350000,Simeyrols,14
245360000,Singleyrac,10
245370000,Siorac-de-Ribérac,23
245380000,Siorac-en-Périgord,33
245400000,Sorges et Ligueux en Périgord,77
245410000,Soudat,10
245420000,Soulaures,11
245430000,Sourzac,37
245440000,Tamniès,34
245450000,Teillots,14
245460000,Temple-Laguyon,1
245470101,Urbain,28
245470102,Rural,63
245480000,Teyjat,15
245490000,Thénac,29
245500000,Thenon,50
245510000,Thiviers,65
245520000,Thonac,15
245530000,Tocane-Saint-Apre,62
